Customer_ID,Age,Occupation,Annual_Income,Monthly_Inhand_Salary
CUST00112,24,Musician,20188.02,1851.335
CUST00113,54,Scientist,41345.58,3260.465
CUST00114,31,Engineer,55151.04,4704.92
CUST00115,39,Manager,30536.62,2430.718333
CUST00116,29,Architect,147499.6,12353.63333
CUST00117,42,Architect,20005.22,1683.101667
CUST00118,32,Scientist,19795.52,1662.626667
CUST00119,33,Doctor,60938.13,5163.1775
CUST00120,54,Manager,80396.86,6623.738333
CUST00121,42,Writer,57610.32,4517.86
CUST00122,36,Journalist,18717.02,1294.751667
CUST00124,48,Media_Manager,94554.87,7914.5725
CUST00125,27,Musician,63536.98,5382.748333
CUST00126,39,Architect,9983.345,758.9454167
CUST00128,29,Engineer,132872.72,11203.72667
CUST00129,41,Architect,140014.36,11662.86333
CUST00130,47,Accountant,37071.2,3006.266667
CUST00131,20,Entrepreneur,41735.55,3357.9625
CUST00132,38,Architect,40391.66,3357.971667
CUST00133,18,Writer,7441.295,873.1079167
CUST00134,40,Scientist,19065.32,1497.776667
CUST00135,46,Entrepreneur,24585.55,2316.795833
CUST00136,26,Manager,15013.73,1127.144167
CUST00137,43,Journalist,126006.68,10693.55667
CUST00138,49,Developer,102885.32,8643.776667
CUST00139,38,Teacher,34212.01,2847.000833
CUST00140,26,Entrepreneur,118487.16,9810.93
CUST00141,26,Mechanic,77418.52,6450.543333
CUST00142,45,Architect,24199.24,1951.603333
CUST00143,47,Musician,28587.29,2621.274167
CUST00144,31,Manager,16578.115,1426.509583
CUST00145,20,Writer,74647.4,6327.616667
CUST00146,43,Mechanic,34766.06,3133.171667
CUST00147,22,Engineer,16852.635,1691.38625
CUST00148,20,Scientist,33502.1,2890.841667
CUST00149,27,Media_Manager,91690.53,7795.8775
CUST00150,36,Entrepreneur,30502.54,2595.878333
CUST00151,20,Media_Manager,30272.61,2258.7175
CUST00152,31,Accountant,59971.42,5190.618333
CUST00153,32,Accountant,42220.39,3490.365833
CUST00154,51,Architect,43581.13,3566.760833
CUST00155,49,Media_Manager,28681.38,2127.115
CUST00156,33,Doctor,35376.32,2717.026667
CUST00157,48,Doctor,15488.885,1273.740417
CUST00158,26,Entrepreneur,19853.35,1726.445833
CUST00159,32,Writer,115643.01,9910.9175
CUST00160,44,Journalist,7512.225,513.01875
CUST00162,33,Writer,9133.045,777.0870833
CUST00163,22,Entrepreneur,19283.47,1886.955833
CUST00164,23,Scientist,66502.76,5379.896667
CUST00165,33,Media_Manager,9444.795,850.06625
CUST00166,46,Doctor,70112.78,5989.731667
CUST00168,36,Manager,68935.26,5518.605
CUST00169,42,Doctor,31807.0,2733.583333
CUST00170,36,Musician,10025.2,1089.433333
CUST00171,39,Media_Manager,64036.88,5591.406667
CUST00172,29,Teacher,9783.245,908.2704167
CUST00173,22,Accountant,86522.72,7098.226667
CUST00174,21,Lawyer,124419.66,10221.305
CUST00175,50,Entrepreneur,15606.515,1234.542917
CUST00176,24,Developer,28230.92,2184.576667
CUST00177,28,Developer,10623.765,895.31375
CUST00178,19,Teacher,11970.955,1169.579583
CUST00179,40,Manager,112362.76,9279.563333
CUST00180,20,Manager,33335.24,3059.936667
CUST00181,32,Manager,131577.84,11205.82
CUST00182,48,Entrepreneur,32314.44,2805.87
CUST00183,20,Manager,61235.6,4870.966667
CUST00184,39,Journalist,19078.93,1304.910833
CUST00185,34,Mechanic,83703.52,6955.293333
CUST00186,45,Musician,99127.04,8217.586667
CUST00188,42,Lawyer,135895.96,11304.66333
CUST00189,21,Doctor,29608.46,2625.371667
CUST00190,29,Entrepreneur,29999.94,2767.995
CUST00192,18,Media_Manager,113781.39,9549.7825
CUST00193,30,Lawyer,15746.63,1122.219167
CUST00194,19,Lawyer,97961.96,8205.496667
CUST00195,47,Architect,31895.07,2488.9225
CUST00196,31,Architect,30922.28,2494.856667
CUST00197,37,Journalist,25530.33,2137.5275
CUST00198,51,Doctor,110786.64,9299.22
CUST00199,26,Lawyer,39696.98,3211.081667
CUST00200,34,Journalist,120366.6,9888.55
CUST00201,51,Mechanic,13074.395,1356.532917
CUST00202,30,Manager,76087.68,6155.64
CUST00203,23,Mechanic,51824.94,4417.745
CUST00204,31,Journalist,11431.775,930.6479167
CUST00205,38,Doctor,14224.655,1395.387917
CUST00206,46,Musician,142170.12,11584.51
CUST00207,45,Mechanic,19951.765,1592.647083
CUST00208,36,Teacher,94454.1,8102.175
CUST00209,28,Doctor,27063.43,2455.285833
CUST00210,44,Media_Manager,36980.1,3352.675
CUST00211,26,Teacher,96582.24,7886.52
CUST00212,39,Developer,122978.43,10514.2025
CUST00213,32,Doctor,7821.24,468.77
CUST00214,22,Manager,30972.54,2431.045
CUST00215,28,Developer,7709.625,625.46875
CUST00216,53,Journalist,34547.54,2994.961667
CUST00217,30,Musician,173196.32,14258.02667
CUST00218,19,Engineer,20354.85,1403.2375
CUST00219,40,Entrepreneur,46113.81,3953.8175
CUST00221,26,Manager,34128.92,2740.076667
CUST00222,43,Scientist,29042.45,2252.204167
CUST00223,32,Architect,26716.09,2372.340833
CUST00225,44,Media_Manager,8681.77,647.4808333
CUST00226,37,Media_Manager,10034.55,719.2125
CUST00227,40,Teacher,20540.49,1859.7075
CUST00228,51,Musician,38175.39,3287.2825
CUST00229,22,Accountant,116594.91,9836.2425
CUST00230,48,Manager,24894.05,2371.504167
CUST00231,38,Teacher,39399.9,3487.325
CUST00232,24,Musician,142113.96,11903.83
CUST00233,47,Mechanic,65299.38,5305.615
CUST00234,52,Manager,33200.52,2755.71
CUST00235,40,Architect,82289.36,6951.446667
CUST00236,39,Entrepreneur,7792.475,573.3729167
CUST00237,36,Writer,65778.22,5561.518333
CUST00238,44,Teacher,12016.0,729.3333333
CUST00239,50,Teacher,19180.87,1688.405833
CUST00240,30,Entrepreneur,60552.76,4950.063333
CUST00241,40,Mechanic,44386.47,3703.8725
CUST00242,40,Lawyer,9141.63,797.8025
CUST00243,35,Journalist,11245.11,1173.0925
CUST00244,39,Accountant,98197.74,8005.145
CUST00245,21,Journalist,30197.28,2594.44
CUST00246,18,Manager,31633.54,2930.128333
CUST00247,31,Architect,118172.64,9932.72
CUST00248,34,Lawyer,19623.18,1806.265
CUST00249,32,Mechanic,63197.26,5042.438333
CUST00250,35,Journalist,10007.815,757.9845833
CUST00251,27,Entrepreneur,121688.04,10006.67
CUST00252,21,Accountant,31069.32,2361.11
CUST00253,38,Mechanic,72241.02,5751.085
CUST00254,24,Teacher,7612.725,928.39375
CUST00255,46,Manager,16953.985,1684.832083
CUST00256,21,Scientist,125508.36,10559.03
CUST00259,48,Mechanic,16866.5,1615.541667
CUST00260,33,Accountant,18969.19,1849.765833
CUST00261,55,Engineer,36154.19,3247.849167
CUST00262,31,Entrepreneur,51113.85,4356.4875
CUST00263,17,Developer,18784.88,1371.406667
CUST00264,46,Accountant,49889.38,4359.448333
CUST00266,40,Journalist,28922.03,2548.169167
CUST00267,39,Developer,20742.46,1801.538333
CUST00268,35,Teacher,55719.18,4689.265
CUST00270,24,Engineer,33447.42,2859.285
CUST00271,26,Accountant,34841.87,3025.489167
CUST00272,35,Engineer,17655.43,1530.285833
CUST00273,30,Architect,7103.035,725.9195833
CUST00274,39,Journalist,63101.14,5246.428333
CUST00276,42,Mechanic,83845.7,6958.141667
CUST00277,36,Writer,108415.0,8848.583333
CUST00278,52,Doctor,32663.41,2879.950833
CUST00279,45,Musician,132537.24,10831.77
CUST00280,30,Journalist,17850.56,1391.546667
CUST00281,33,Teacher,15713.83,1313.485833
CUST00282,30,Accountant,62050.89,5386.9075
CUST00283,36,Doctor,18744.4,1410.033333
CUST00284,38,Media_Manager,12070.845,1088.90375
CUST00285,21,Doctor,38539.57,3438.630833
CUST00286,47,Mechanic,48411.24,4306.27
CUST00287,23,Manager,47275.96,4238.663333
CUST00288,42,Writer,30232.28,2342.356667
CUST00289,28,Architect,33314.96,2955.246667
CUST00290,44,Lawyer,7599.035,898.2529167
CUST00291,18,Writer,97640.4,8034.7
CUST00292,33,Musician,75881.16,6535.43
CUST00293,28,Mechanic,36490.98,2828.915
CUST00294,18,Developer,30743.6,2557.966667
CUST00295,21,Entrepreneur,177150.4,14710.53333
CUST00296,26,Architect,110264.0,9225.666667
CUST00298,23,Entrepreneur,151722.56,12352.54667
CUST00299,26,Manager,62316.63,4895.0525
CUST00300,43,Lawyer,19310.62,1630.218333
CUST00301,47,Entrepreneur,94511.79,7717.9825
CUST00302,49,Manager,96275.84,8101.986667
CUST00303,36,Writer,57219.92,4511.326667
CUST00304,30,Writer,80591.2,6453.933333
CUST00305,30,Mechanic,73434.92,5849.576667
CUST00306,21,Developer,53916.84,4735.07
CUST00307,34,Musician,53071.47,4656.6225
CUST00308,42,Engineer,69692.16,6034.68
CUST00309,33,Entrepreneur,15735.68,1043.306667
CUST00310,31,Engineer,20502.64,1588.553333
CUST00311,53,Manager,55662.64,4900.553333
CUST00312,20,Scientist,19758.84,1901.57
CUST00313,26,Lawyer,55000.62,4526.385
CUST00315,34,Mechanic,50811.27,4387.2725
CUST00316,27,Scientist,59448.04,4870.003333
CUST00317,47,Doctor,18549.28,1698.773333
CUST00318,49,Teacher,134810.13,10998.1775
CUST00319,27,Writer,162550.32,13731.86
CUST00320,20,Accountant,102596.64,8718.72
CUST00321,31,Manager,14884.465,1538.372083
CUST00322,39,Architect,31732.61,2899.384167
CUST00323,46,Lawyer,50847.22,4156.268333
CUST00324,33,Doctor,9349.475,772.1229167
CUST00325,43,Teacher,135115.44,11444.62
CUST00326,34,Lawyer,66169.56,5799.13
CUST00327,43,Musician,56760.51,4999.0425
CUST00328,32,Architect,108223.62,8775.635
CUST00329,31,Manager,53098.47,4197.8725
CUST00330,54,Musician,17853.5,1226.791667
CUST00331,19,Accountant,16813.54,1101.128333
CUST00332,43,Architect,68665.76,5619.146667
CUST00333,20,Developer,22500.52,1770.043333
CUST00334,42,Developer,15305.46,1230.455
CUST00336,50,Media_Manager,99089.52,8309.46
CUST00337,22,Media_Manager,9307.24,1013.603333
CUST00338,41,Architect,134316.2,11429.01667
CUST00339,39,Media_Manager,38685.98,3360.831667
CUST00340,22,Doctor,69933.98,5561.831667
CUST00341,26,Entrepreneur,21075.36,1904.28
CUST00342,40,Accountant,60843.33,4902.2775
CUST00343,35,Musician,15091.03,1480.585833
CUST00344,19,Scientist,54987.52,4762.293333
CUST00345,38,Doctor,7506.125,872.5104167
CUST00346,43,Engineer,17448.08,1315.006667
CUST00347,40,Journalist,42241.19,3231.099167
CUST00348,24,Entrepreneur,31087.66,2471.638333
CUST00349,42,Developer,132414.16,11050.51333
CUST00350,54,Lawyer,92794.04,7562.836667
CUST00351,37,Media_Manager,82998.24,7186.52
CUST00352,41,Musician,16582.83,1157.9025
CUST00353,45,Entrepreneur,31896.42,2417.035
CUST00354,21,Entrepreneur,34927.0,2920.583333
CUST00355,54,Mechanic,25020.07,1928.005833
CUST00356,30,Doctor,82778.56,7008.213333
CUST00357,36,Doctor,94052.22,7704.685
CUST00358,22,Writer,16355.71,1240.975833
CUST00359,18,Engineer,15119.56,1209.963333
CUST00361,36,Doctor,18472.71,1392.3925
CUST00362,54,Lawyer,42731.27,3300.939167
CUST00363,31,Manager,82700.32,6625.693333
CUST00364,44,Developer,11968.51,1254.375833
CUST00365,32,Mechanic,33386.25,2851.1875
CUST00367,35,Accountant,174304.04,14458.33667
CUST00368,25,Doctor,68742.75,5902.5625
CUST00369,45,Journalist,15932.725,1219.727083
CUST00370,43,Doctor,55583.67,4816.9725
CUST00371,18,Architect,72252.36,6059.03
CUST00372,32,Scientist,30399.06,2298.255
CUST00373,41,Lawyer,8365.075,896.0895833
CUST00374,19,Teacher,133410.66,11387.555
CUST00375,42,Developer,19167.04,1479.253333
CUST00376,39,Media_Manager,28169.07,2449.4225
CUST00377,45,Teacher,12613.56,919.13
CUST00378,18,Musician,29625.82,2559.818333
CUST00379,22,Architect,62223.06,5326.255
CUST00380,44,Journalist,14976.45,1495.0375
CUST00381,20,Doctor,82454.0,7024.166667
CUST00382,33,Architect,62874.96,5086.58
CUST00383,37,Musician,17164.72,1223.393333
CUST00384,31,Manager,37302.1,3320.508333
CUST00385,31,Architect,7526.205,836.18375
CUST00386,21,Scientist,19653.005,1581.750417
CUST00387,30,Scientist,174179.64,14346.97
CUST00388,19,Doctor,41543.64,3620.97
CUST00389,18,Developer,9582.775,750.5645833
CUST00390,41,Teacher,21720.955,2039.079583
CUST00391,50,Journalist,38107.36,2955.613333
CUST00393,28,Teacher,20308.26,1684.355
CUST00394,20,Lawyer,60889.08,4859.09
CUST00395,37,Media_Manager,13603.41,863.6175
CUST00396,33,Media_Manager,12943.475,1327.622917
CUST00397,31,Mechanic,44483.64,3680.97
CUST00398,32,Manager,7795.54,804.6283333
CUST00399,39,Writer,177243.92,14526.32667
CUST00400,41,Musician,35518.98,3068.915
CUST00401,43,Journalist,8875.135,989.5945833
CUST00402,36,Media_Manager,16708.07,1359.339167
CUST00403,19,Journalist,81395.44,6584.953333
CUST00404,22,Media_Manager,48780.56,3835.046667
CUST00405,28,Mechanic,141753.72,11587.81
CUST00406,43,Manager,48608.78,4300.731667
CUST00407,22,Scientist,63206.72,5309.226667
CUST00408,27,Lawyer,63635.12,5476.926667
CUST00409,30,Mechanic,126849.18,10511.765
CUST00410,45,Developer,8779.145,507.5954167
CUST00411,34,Developer,16154.8,1443.233333
CUST00412,54,Manager,11631.405,858.28375
CUST00413,31,Media_Manager,24726.48,1767.54
CUST00414,25,Doctor,44188.5,3413.375
CUST00415,26,Accountant,13065.87,1359.8225
CUST00416,17,Journalist,49447.74,4282.645
CUST00417,23,Teacher,42941.85,3311.4875
CUST00418,33,Doctor,37824.65,3208.054167
CUST00419,53,Musician,66732.58,5845.048333
CUST00421,38,Entrepreneur,115800.54,9860.045
CUST00422,22,Doctor,88133.16,7147.43
CUST00423,40,Manager,27632.92,2312.743333
CUST00424,18,Journalist,21846.06,1978.505
CUST00425,29,Media_Manager,8610.765,888.56375
CUST00426,27,Engineer,49023.22,4161.268333
CUST00427,42,Developer,104564.64,9002.72
CUST00428,27,Entrepreneur,59751.78,5044.315
CUST00429,19,Architect,20978.49,1853.2075
CUST00430,44,Doctor,118644.36,10033.03
CUST00431,19,Accountant,30029.59,2406.465833
CUST00432,20,Media_Manager,81557.0,6718.416667
CUST00433,41,Writer,63331.9,5149.658333
CUST00434,36,Doctor,24069.55,1861.287842
CUST00435,29,Manager,15762.72,1593.56
CUST00436,50,Architect,122713.6,10114.13333
CUST00437,42,Architect,41499.21,3582.2675
CUST00438,22,Musician,82840.24,6973.353333
CUST00439,24,Journalist,24195.37,1946.280833
CUST00440,20,Scientist,78139.42,6315.618333
CUST00441,17,Entrepreneur,7106.15,592.1791667
CUST00442,38,Doctor,20193.59,1400.799167
CUST00443,31,Writer,62545.59,5133.1325
CUST00444,55,Architect,32011.89,2806.6575
CUST00445,33,Journalist,42399.03,3572.2525
CUST00446,30,Mechanic,23679.61,2266.300833
CUST00447,27,Teacher,62139.51,5089.2925
CUST00448,26,Manager,62846.31,5393.1925
CUST00449,31,Media_Manager,59438.91,5086.2425
CUST00450,36,Mechanic,69870.88,6020.573333
CUST00452,32,Scientist,74450.88,6139.24
CUST00453,32,Entrepreneur,146866.76,12108.89667
CUST00454,41,Lawyer,20914.44,1800.87
CUST00455,22,Engineer,18936.55,1723.045833
CUST00456,29,Accountant,61476.93,4940.0775
CUST00457,23,Writer,16198.305,1089.85875
CUST00458,22,Mechanic,20938.03,1896.835833
CUST00459,24,Lawyer,21364.2,1728.35
CUST00460,33,Lawyer,96826.96,7933.913333
CUST00461,44,Entrepreneur,16808.35,1188.695833
CUST00462,21,Media_Manager,59930.04,5207.17
CUST00463,52,Musician,128279.16,10966.93
CUST00464,24,Lawyer,53908.41,4456.3675
CUST00465,45,Manager,16718.08,1617.173333
CUST00466,38,Manager,83355.33,7208.2775
CUST00467,43,Media_Manager,11646.19,819.5158333
CUST00468,45,Writer,69577.92,5882.16
CUST00469,36,Developer,25621.01,1837.084167
CUST00470,29,Architect,55324.29,4334.3575
CUST00471,45,Lawyer,42947.49,3470.9575
CUST00473,37,Entrepreneur,60263.43,5242.9525
CUST00474,37,Teacher,44036.97,3884.7475
CUST00475,18,Developer,12681.45,1191.7875
CUST00476,30,Entrepreneur,16568.425,1550.702083
CUST00477,29,Writer,14952.03,1445.0025
CUST00479,44,Engineer,155726.76,12817.23
CUST00480,46,Entrepreneur,36591.25,3115.270833
CUST00481,50,Media_Manager,47280.76,3713.063333
CUST00482,38,Doctor,108161.7,9151.475
CUST00483,39,Engineer,19910.51,1622.209167
CUST00484,30,Entrepreneur,41977.78,3362.148333
CUST00485,24,Mechanic,11731.585,828.6320833
CUST00486,37,Musician,88406.34,7113.195
CUST00487,29,Developer,36035.32,2910.943333
CUST00488,25,Architect,113383.14,9321.595
CUST00489,44,Writer,51552.6,4413.05
CUST00490,36,Developer,39579.6,3206.3
CUST00491,27,Writer,41342.86,3419.238333
CUST00492,44,Writer,120260.2,9904.683333
CUST00493,47,Entrepreneur,36346.13,3188.844167
CUST00494,39,Accountant,25399.68,2124.64
CUST00495,45,Scientist,51307.1,4306.591667
CUST00496,35,Accountant,18578.88,1325.113473
CUST00498,32,Journalist,12303.09,1243.2575
CUST00499,25,Developer,35118.1,3113.508333
CUST00500,40,Manager,64057.72,5082.143333
CUST00501,32,Lawyer,44390.76,3586.23
CUST00502,18,Architect,37807.28,2933.606667
CUST00503,19,Manager,59154.04,4719.503333
CUST00504,28,Musician,41155.22,3264.601667
CUST00505,26,Teacher,15610.61,1350.884167
CUST00506,47,Writer,35670.66,3080.555
CUST00507,28,Doctor,28128.16,2337.013333
CUST00508,41,Writer,48144.78,3994.065
CUST00509,43,Writer,32178.74,2470.561667
CUST00510,23,Writer,17445.15,1284.7625
CUST00511,34,Mechanic,20522.13,1462.1775
CUST00513,51,Media_Manager,20703.48,1829.29
CUST00514,28,Doctor,8022.255,762.52125
CUST00515,43,Doctor,36717.63,2872.8025
CUST00516,21,Mechanic,35469.07,2935.755833
CUST00517,41,Mechanic,19519.57,1893.630833
CUST00518,19,Architect,35926.76,2802.896667
CUST00519,22,Writer,134150.0,10886.16667
CUST00520,43,Scientist,34204.8,2725.4
CUST00521,30,Developer,56131.48,4946.623333
CUST00522,24,Musician,57439.12,4586.593333
CUST00523,35,Architect,39944.67,3318.7225
CUST00524,35,Lawyer,32485.42,2451.118333
CUST00526,33,Journalist,16808.32,1276.693333
CUST00527,30,Mechanic,72116.25,5886.6875
CUST00528,27,Accountant,35823.96,2937.33
CUST00529,49,Journalist,140390.32,11888.19333
CUST00530,27,Lawyer,25198.19,2347.849167
CUST00531,31,Accountant,166907.72,13788.97667
CUST00533,18,Entrepreneur,81935.42,6867.951667
CUST00535,43,Architect,9197.37,791.4475
CUST00536,42,Accountant,20492.45,1534.704167
CUST00537,30,Developer,27242.8,2434.233333
CUST00538,33,Musician,81411.2,6537.266667
CUST00539,26,Media_Manager,18503.85,1634.9875
CUST00540,41,Doctor,105521.58,8595.465
CUST00541,22,Scientist,17855.94,1231.995
CUST00542,39,Manager,78477.18,6412.765
CUST00543,36,Engineer,32901.79,2549.815833
CUST00544,47,Engineer,73031.58,5912.965
CUST00545,45,Media_Manager,35235.18,3188.265
CUST00546,45,Media_Manager,66881.2,5873.433333
CUST00547,41,Accountant,14535.105,1345.25875
CUST00549,35,Doctor,19787.4,1379.95
CUST00550,38,Journalist,16893.44,1567.786667
CUST00551,18,Lawyer,21791.905,1871.992083
CUST00552,18,Scientist,77854.26,6411.855
CUST00553,39,Media_Manager,99802.48,8244.873333
CUST00554,55,Engineer,108491.28,9272.94
CUST00555,38,Developer,14021.57,1145.464167
CUST00556,44,Musician,76391.48,6596.956667
CUST00557,18,Architect,13486.615,1003.884583
CUST00558,53,Developer,34800.96,2632.08
CUST00560,42,Developer,32414.26,2749.188333
CUST00561,23,Engineer,34601.35,3141.445833
CUST00562,50,Writer,99007.68,8223.64
CUST00563,45,Lawyer,60572.7,4844.725
CUST00564,40,Media_Manager,14208.865,1365.072083
CUST00565,32,Media_Manager,35836.84,2865.403333
CUST00566,18,Engineer,20083.06,1856.588333
CUST00567,34,Media_Manager,26150.38,2183.198333
CUST00568,41,Scientist,14144.48,1206.706667
CUST00569,54,Accountant,122008.59,10084.3825
CUST00570,44,Scientist,11956.285,1127.357083
CUST00571,38,Lawyer,20949.58,1963.798333
CUST00572,34,Mechanic,18096.155,1338.012917
CUST00573,23,Mechanic,37788.3,3097.025
CUST00574,33,Developer,120955.92,10021.66
CUST00575,20,Architect,27983.07,2497.9225
CUST00576,46,Entrepreneur,56987.92,4626.993333
CUST00577,24,Media_Manager,50552.34,4197.695
CUST00578,30,Manager,16838.82,1398.235
CUST00580,29,Architect,29695.58,2601.631667
CUST00581,21,Scientist,85667.7,6966.975
CUST00582,39,Musician,83386.52,7081.876667
CUST00583,36,Accountant,10299.565,712.2970833
CUST00584,24,Lawyer,73871.92,6394.993333
CUST00585,19,Teacher,29353.04,2282.086667
CUST00586,40,Journalist,43700.61,3574.7175
CUST00587,29,Engineer,16471.35,1211.6125
CUST00588,23,Media_Manager,65187.34,5161.278333
CUST00589,40,Writer,29661.64,2377.803333
CUST00590,23,Writer,101912.13,8503.6775
CUST00591,40,Architect,65454.42,5205.535
CUST00592,43,Mechanic,20397.26,1670.771667
CUST00593,18,Doctor,38760.82,3310.068333
CUST00594,38,Architect,37131.02,3307.251667
CUST00595,23,Manager,140254.28,11655.85667
CUST00596,44,Musician,21484.035,2073.33625
CUST00597,22,Teacher,17750.19,1327.1825
CUST00598,35,Media_Manager,21145.595,1604.132917
CUST00599,20,Teacher,125491.64,10517.63667
CUST00600,35,Developer,36722.84,2820.236667
CUST00601,28,Musician,15687.44,1036.286667
CUST00602,42,Lawyer,7304.925,780.74375
CUST00603,20,Journalist,18921.78,1403.815
CUST00604,33,Architect,122942.28,10205.19
CUST00605,25,Engineer,42021.7,3386.808333
CUST00607,28,Mechanic,142177.84,11947.15333
CUST00608,47,Teacher,27814.63,2061.885833
CUST00609,34,Engineer,49995.18,4382.265
CUST00610,29,Teacher,34480.2,2691.35
CUST00611,54,Doctor,130688.56,11134.71333
CUST00612,29,Developer,15656.82,1557.735
CUST00614,23,Teacher,17975.32,1444.943333
CUST00615,52,Writer,20871.42,1522.285
CUST00616,43,Writer,30257.02,2605.418333
CUST00617,25,Scientist,28406.16,2371.18
CUST00618,43,Developer,99565.36,8377.113333
CUST00620,20,Lawyer,58698.08,4917.506667
CUST00621,28,Scientist,31461.84,2903.82
CUST00622,29,Manager,71677.59,5889.1325
CUST00623,21,Architect,17856.72,1440.06
